#query_sequence	candidate_DB_seqs(outliers)	candidate_DB_seqs_qualifying_percent_identity_cutoff	query_unrelated2DB	score_of_cut
OTU_97.10428	HZ485108.9.1517;LN907744.1.1483;AE015928.4983424.4984906;AE015928.2340709.2342191;CP012937.5517779.5519304;AE015928.3328965.3330446;AE015928.3034714.3036195;EU136679.1.1995;CXSE01001446.1371.2879;CVOZ01000063.228971.230480;M58763.1.1482;AB510710.1.1461;AB050109.1.1426;L16489.1.1475;CZBI01000005.3650.5158;AGDG01000041.493.2001;CZAE01000003.99809.101321;KP944123.1.1436;AY319395.1.1449;JQ606972.1.1418;JQ607157.1.1414;KP944119.1.1432;JQ606901.1.1421;JX006697.1.1410;JQ607082.1.1425;JQ607043.1.1414;JQ608299.1.1419;JX006625.1.1415;JQ606976.1.1418;JQ607060.1.1412;JQ606983.1.1424;JQ607032.1.1412;JQ606959.1.1417;AB547640.1.1475;JQ607143.1.1401;JQ608257.1.1414;JQ606910.1.1424;JQ607067.1.1417;JQ606892.1.1428;JX006297.1.1423;JQ607127.1.1359;JQ607066.1.1428;GQ496624.1.1458;JQ606939.1.1420;GQ496623.1.1463;JQ607099.1.1411;JQ607686.1.1411;JX048503.1.1409;JX048256.1.1388;JQ607692.1.1411;JQ608205.1.1410;JQ607128.1.1418;JQ608216.1.1420	NA	NA	511.7306274743687
OTU_97.10432	X72865.1.1511;X72867.1.1547;JN713316.1.1543;LV534576.1.1489;LG103435.1.1489;LG084742.1.1489;LF133057.1.1489;LF135089.1.1489;HZ484835.1.1489;CP003058.391435.392923;CP003058.15620.17108;CP003058.120458.121946;FMIW01000005.418310.419846	NA	NA	227.02241901589514
OTU_97.10436	AB238922.1.1488;CP000140.3411907.3413403;CP000140.3253636.3255132;BAAZ01000703.1371.2875;CZAR01000037.27480.28953;KR364782.1.1484;CP000140.142361.143857;CP000140.4787729.4789225;CDRH01001199.128.1633;EU136681.1.1911;BABA01001649.892.2396;AB238924.1.1486;EU728708.1.1478;JNHQ01000184.8.1440;AB238923.1.1486;LC033797.1.1486;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238925.1.1486;AB238927.1.1486;AB238926.1.1486;AB117561.1.1493;CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;M86695.1.1539;KP944197.1.1431;JQ607568.1.1411;JQ607084.1.1412;JQ606916.1.1417;AGZQ01000033.8984.10498;AGZQ01000017.129.1643;EU728718.1.1446;JQ607238.1.1426;FNVS01000030.3615.5146;AGES01000002.1517833.1519347;AB574482.1.1489;JQ606931.1.1418;GEEG01002153.1.1395;LT558809.1.2930;AB739697.1.1442;AJPU01000034.127207.128725;FTLH01000001.1658518.1660028;AJPU01000037.18517.20035;AB238928.1.1492;AGES01000009.1340374.1341888;AGES01000014.73256.74770;LT223609.1.1490;JQ607108.1.1412;KX462878.1.1423;ABYH01000014.137.1655;AB238929.1.1492;AB261128.1.1492;EU136685.1.2023;AGZP01000036.3707.5225;AB470344.1.1487;AB470343.1.1485;FQSE01000007.1631802.1633308;LT725663.1.1450;AGZO01000005.452.1966;ASSQ01000028.98117.99631;ASSQ01000025.293398.294912;AGZO01000011.369833.371347;AGZO01000045.56609.58123;ASSQ01000020.1189752.1191266;AQFV01000011.277632.279146;AQFV01000015.300695.302209;FJ862827.1.1521;HW066513.1.1490;FUFV01000048.87.1597;HQ122961.1.1394;DQ677015.1.1505;EU136697.1.2002;FJ799120.1.1498;FJ799161.1.1470;JN029805.1.1481;AY949860.1.1520;DQ676993.1.1505;AB547650.1.1476;LZEK01000004.127788.129330;LC033805.1.1630;HQ020488.1.1502;AF357554.1.1448	NA	NA	1404.504466150236
OTU_97.10467	CP012068.1155204.1156722;CP012068.1576987.1578505;FLKM01000009.1335473.1336974;LT623899.1.1481;AGWI01000033.121.1625;AY167964.1.1510;LT576391.1.1479;AJ251215.1.1500;HM596276.1.1491;KR822473.1.1454;GQ461729.1.1492	NA	NA	25.66818657438671
OTU_97.10480	MJHW01000007.2914.4456;MJHW01000011.2914.4456;MJHW01000008.255583.257125;MJHW01000010.137401.138943;MJHW01000015.411.1953;MJHW01000006.25639.27181;CYZJ01000002.353627.355138;AB661434.1.1493;CP003040.25465.26999;CP003040.1035384.1036918;CP003040.625894.627428;CP003040.3095887.3097421;EU728794.1.1457	NA	NA	17.333050534265567
OTU_97.10485	CELP01000805.3695.5201;CZAF01000001.556013.557519;CZAC01000044.999.2505;CZAO01000004.122192.123698;CYYO01000004.82756.84262;CYZB01000007.3612.5118;CZAD01000019.36461.37967;EU136680.1.2019;BAAU01000536.1575.3081;CYZF01000001.433278.434784;ASSO01000012.330141.331655;AB050110.1.1425;AB510711.1.1477;JN873344.1.1474;KP944146.1.1427;JQ607012.1.1416;JQ607917.1.1422;JQ607304.1.1423;JX006272.1.1419;JQ606993.1.1417;JQ607438.1.1419;JX048092.1.1415	NA	NA	373.0111703840612
OTU_97.1049	FJVJ01000015.3438.4940;KT935669.1.1461;LAQZ01000049.1994.3490;LARI01000033.555.2050;FXLN01000003.742202.743700;FXLN01000003.3572.5070;AB491207.1.1467;FNLI01000001.906.2398;AY949858.1.1511;MBSV01000087.92.1617;FJ805840.1.1445	NA	NA	44.42704893080918
OTU_97.10492	HW313943.1.1475;BABG01000480.1321.2811;LWLI01000001.299563.301073;LQ500131.1.1474;JHXH01000008.774.2270;HW798603.1.1493;FJ625862.7160.8682;BAGW01000037.287.1796;LF623579.1.1491;HW798588.1.1491;BAAX01000042.422.1912;BABA01001765.248.1738;BAAY01000303.996.2486;LQ500117.1.1474;LQ500116.1.1474;JN713314.1.1504	NA	NA	99.00659792250553
OTU_97.10494	BABA01004494.37.1528;MEHD01000002.135.1674;MEHE01000012.135.1674;AY029616.1.1508;MEHB01000041.181.1720;MEHC01000048.181.1720;JNLE01000003.974176.975689;JN662465.1.1492;AY699283.1.1524;ACTP02000011.422074.423593;ACTP02000009.47.1566;CZBC01000011.231486.232997;CCYG01000338.190.1701	NA	NA	15.235385107936054
OTU_97.10499	BABD01001073.183.1673;BAAX01000694.431.1921;BAAY01001463.1184.2674;BABG01000051.2348.3838;BAAY01002722.335.1825;BAAX01000205.681.2171;CYGL01005916.57.1552;BAAU01000686.2038.3530;BAAV01000571.2640.4130;BAAX01000042.422.1912;BAAY01001326.446.1936;BABG01001611.30.1520;LQ500123.51.1533;X85022.1.1499;BABA01001765.248.1738;LQ500116.1.1474;AJ413954.1.1462;BAAX01000131.813.2303;LQ500131.1.1474;LQ500117.1.1474;HQ457025.1.1483;BABG01000480.1321.2811;BABA01001556.422.1912;BAAY01000303.996.2486;JN713314.1.1504;EU728783.1.1433;AY169430.1.1474;CBXK010002535.1192.2697;EU728786.1.1477;DQ057482.1.1450;FAUK01000014.218606.220097;LN846908.1.1491;DQ057467.1.1475;DQ057481.1.1439	NA	NA	713.9789063611261
OTU_97.10506	ABIY02000114.1.1263;ABIY02000050.88545.90060;ABIY02000115.212058.213573;ABIY02000097.119651.121166;AB200224.1.1490;EU136688.1.1503;AB861981.1.1489;AB861983.1.1489;AY721625.1.1490;LN998056.1.1491;AB861982.1.1489;FQRZ01000004.1502664.1504171;ABQC02000019.758957.760260;AB200218.1.1492;AB200217.1.1490;FQSC01000001.428978.430485;AB200221.1.1493	NA	NA	204.95476233385125
OTU_97.10510	LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;AB238598.1.1453	NA	NA	144.98996801609246
OTU_97.10513	CP001071.989916.991420;CP001071.1459761.1461265;CP001071.320473.321977;CP015409.1960463.1961978;AY271254.1.1433;LTZM01000016.4044.5543;LT629973.1172287.1173788;LT629973.2430275.2431776	NA	NA	107.47013129369907
OTU_97.10517	LT631513.1.1449;LN866995.1.1482;X97852.1.1466;X98011.1.1468;EU158190.1.1510;AF150697.1.1454;ACEC01000059.3517.5032;FKLA01000009.186857.188363;LG085265.3.1510;HZ485358.3.1510	NA	NA	14.03715736804952
OTU_97.10524	HF545616.962351.963857;HF545616.1595630.1597136;HF545617.337862.339368;HF545616.164905.166411;JMMA01000002.1983613.1985105;AF104833.1.1459;AF030451.1.1459;FOAT01000040.3592.5104;AY445602.1.1501;AB538438.1.1472;AF104839.1.1466;AB849341.1.1449;CP002403.1548328.1549826;CP002403.417348.418847;CP002403.2867312.2868810;CP002403.3675459.3676957;AY445600.1.1503;AB849340.1.1445;L76598.1.1407;AB849339.1.1445;EU445110.1.1200;DL242959.1.1443;AB301912.1.1443;KF697933.1.1405;JHXH01000008.774.2270;MSHI01000090.182843.184350;JOOA01000002.604280.605769;FNLI01000001.906.2398	NA	NA	478.3096708966623
OTU_97.1053	AB547648.1.1487;ADMC01000038.27513.29026;AB490805.1.1478	NA	NA	37.59255583852064
OTU_97.10543	FJ802333.1.1218;FJ269072.1.1480;ACVX01000081.60.1580;AB588017.1.1489;CP002416.497122.498637;CP002416.3544459.3545974;CP000568.3427593.3429113;AY442821.1.1512;CP016502.684386.685901;AB558166.1.1489;CP002416.747703.749218;CP002416.684465.685980;CP000568.3599368.3600888;CP000568.3665491.3667011;CP000568.2816913.2818433	NA	NA	153.77326332721304
OTU_97.10566	ACIM02000001.564708.566263;AB626632.1.1530;AY162469.1.1524;ACIM02000001.1245177.1246733;ACIM02000001.828416.829972;AF287787.1.1541;GU401492.1.1493;JN713211.1.1560;AF481210.1.1524;AF287786.1.1532;AB626634.1.1465;LSDR01000051.85.1641;CYZS01000414.159.1705	NA	NA	175.14585913066003
OTU_97.1058	KF698401.1.1417;AB540988.1.1486;AB540987.1.1486;AY044916.1.1480;AB031057.1.1487;JNJQ01000076.2318.3824;AB031058.1.1488;AB031056.1.1487;ADFR01000011.3460.4852;AF220064.1.1479;HQ452864.1.1380;ABYT01000002.2079.3606;BAAV01003213.549.2063;M59230.1.1487;HM038002.1.1488;GU585668.1.1471	NA	NA	254.25869958892326
OTU_97.10581	LG103726.1.1507;LG085034.1.1507;LF135380.1.1507;HZ485127.1.1507;AB510712.1.1489;EU136687.1.1985;CP000139.647842.649351;CP000139.4743140.4744649;CP000139.2587720.2589229;CP000139.2095441.2096950;CP000139.346743.348252;ADKO01000087.185.1693;CP000139.4430477.4431986;AGXZ01000020.342567.344082;CP000139.2183533.2185042;AJ867050.1.1476;ASSN01000031.1609.3124;CS600343.12.1518;M58762.1.1533;AJ867042.1.1475;AJ867043.1.1457;AJ867044.1.1475;AB050111.1.1397;KP944149.1.1433;JQ607246.1.1418;JQ607451.1.1421;JQ607271.1.1416;JQ607149.1.1411;CP008741.391903.393445;JQ607257.1.1414;JQ606920.1.1421;JQ607305.1.1446;ABWZ01000093.3557.5076;JQ606944.1.1418;CP007619.4541152.4542694;CP007619.2713921.2715463;CP009057.2296841.2298384;CP008741.698758.700300;CP008741.4470567.4472116;CP007619.4881337.4882879;CP007619.3821131.3822673;CP008741.2205585.2207127;CP007619.4433201.4434743;CP007619.2423834.2425376;CP008741.2118731.2120273;CP007619.663681.665223;AB242142.1.1493;AB242143.1.1490;JQ607114.1.1418;JQ607625.1.1415;CP008741.2636685.2638227;JQ607294.1.1425;JQ607243.1.1431;JX006258.1.1422;JQ607429.1.1424;JX006390.1.1422;JX048110.1.1435;JX048138.1.1422;JX006397.1.1422;CP009057.4969468.4971009;JX048287.1.1404;JQ607431.1.1420	NA	NA	1297.6314595247422
OTU_97.1059	CP013476.1312130.1313651;CP013476.575138.576663;AF349724.1.1508;KR422351.1.1495;AB727348.1.1509;LK391553.1.1390;KP174492.1.1490;AFNU02000027.3828.5341;KP174567.1.1487;EF999972.1.1345;LVKL01000020.159.1704;CDPP01000002.337765.339270	NA	NA	90.21066638693492
OTU_97.10606	BAAX01000205.681.2171;BAAX01000042.422.1912;BAAU01000686.2038.3530;BAAY01001326.446.1936;BABG01001611.30.1520;LQ500123.51.1533;BABA01001765.248.1738;LQ500116.1.1474;LQ500131.1.1474;LQ500117.1.1474;AJ413954.1.1462;X85022.1.1499;BABD01001073.183.1673;BAAX01000131.813.2303;BAAY01002722.335.1825;BAAX01000694.431.1921;HQ457025.1.1483;BABA01001556.422.1912;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;CYGL01005916.57.1552;BAAV01000571.2640.4130;BAAY01001463.1184.2674;EU728783.1.1433;JN713314.1.1504;AY169430.1.1474;CBXK010002535.1192.2697;EU728786.1.1477;DQ057482.1.1450;FAUK01000014.218606.220097;LN846908.1.1491;DQ057481.1.1439;DQ057467.1.1475	NA	NA	717.2749336443849
OTU_97.10617	NA	None	NA	NA
OTU_97.10619	ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;L16497.1.1468;FCNT01000097.14.1527;LARG01000025.1.1402;AY538696.1.1466;AY547271.1.1466;CZBZ01000002.727652.729157;EU728719.1.1444;AJ518872.1.1414;CP003274.119147.120561;AY643083.1.1446;AJWZ01008598.7.1523;FP929032.881290.882801;HZ484947.1.1504;AB554233.1.1486;AY974072.1.1433;CAHA01000059.20.1541;AB554230.1.1487;CP003274.2181216.2182629;CAEG01000022.14.1521;AY643084.1.1446;AJ518874.1.1465;ADLD01000012.328.1844;AB600999.1.1490;CCIZ01000013.190076.191585;LG084852.1.1439;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;AY974071.1.1440;AB490804.1.1482;KP297842.1.1452;FKYL01000005.1805440.1806947;LT223566.1.1491;AY643082.1.1451;CZBH01000001.999036.1000544;FNWB01000008.1278584.1280092;JRGF01000044.3.1537;LARG01000024.765.2171;LT598563.1.1492	NA	NA	799.6759690547087
OTU_97.10630	AB510712.1.1489;EU136687.1.1985;CP000139.647842.649351;CP000139.2587720.2589229;CP000139.2095441.2096950;CP000139.346743.348252;ADKO01000087.185.1693;CP000139.4430477.4431986;AGXZ01000020.342567.344082;CP000139.2183533.2185042;AJ867050.1.1476;ASSN01000031.1609.3124;LG103726.1.1507;LG085034.1.1507;LF135380.1.1507;HZ485127.1.1507;CP000139.4743140.4744649;CS600343.12.1518;M58762.1.1533;AJ867042.1.1475;AB050111.1.1397;AJ867044.1.1475;KP944149.1.1433;AJ867043.1.1457;JQ607246.1.1418;JQ607257.1.1414;JQ606944.1.1418;JQ607451.1.1421;JQ607271.1.1416;JQ607149.1.1411;JQ607114.1.1418;JQ606920.1.1421;JQ607305.1.1446;JQ607243.1.1431;JQ607625.1.1415;JQ607294.1.1425;JX006258.1.1422;JQ607429.1.1424;CP008741.391903.393445;ABWZ01000093.3557.5076;CP007619.4541152.4542694;CP007619.2713921.2715463;CP009057.2296841.2298384;CP008741.698758.700300;CP008741.4470567.4472116;CP007619.4881337.4882879;CP007619.3821131.3822673;CP008741.2205585.2207127;CP007619.4433201.4434743;CP007619.2423834.2425376;CP008741.2118731.2120273;CP007619.663681.665223;AB242142.1.1493;AB242143.1.1490;JX006390.1.1422;JX048138.1.1422;CP008741.2636685.2638227;JX048110.1.1435;JX006397.1.1422;JX048287.1.1404;CP009057.4969468.4971009;JQ607431.1.1420;JQ607427.1.1421	NA	NA	1259.2784870540345
OTU_97.1065	LG085094.1.1491;HZ485187.1.1491;AB588023.1.1491	NA	NA	4.657203205249061
OTU_97.1066	AKCD01000001.321917.323435;AB018187.1.1504;L34616.1.1485;CP015404.858184.859732;AGYV01000014.29.1556;M23732.1.1543;CP015404.2933182.2934730;GU968167.1.1508;JX048199.1.1431;L34683.1.1485;JX006317.1.1432;LF133663.5.1381;HZ486698.4.1376;LG086605.4.1376;JX048562.1.1440;JX048564.1.1433;AB649277.1.1490;L34682.1.1486;JX048545.1.1438;JX048221.1.1444;JQ608058.1.1428;JX048099.1.1421;JQ608081.1.1424;JX048130.1.1436;JX048169.1.1420;JQ608047.1.1423	NA	NA	651.772512883279
OTU_97.10664	ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;L16497.1.1468;FCNT01000097.14.1527;LARG01000025.1.1402;AY538696.1.1466;AY547271.1.1466;CZBZ01000002.727652.729157;EU728719.1.1444;AJ518872.1.1414;CP003274.119147.120561;AY643083.1.1446;AJWZ01008598.7.1523;FP929032.881290.882801;HZ484947.1.1504;AB554233.1.1486;AY974072.1.1433;CAHA01000059.20.1541;CAEG01000022.14.1521;AB554230.1.1487;CP003274.2181216.2182629;AY643084.1.1446;AJ518874.1.1465	NA	NA	382.7869721672869
OTU_97.10665	AB510712.1.1489;EU136687.1.1985;CP000139.647842.649351;CP000139.2587720.2589229;CP000139.2095441.2096950;CP000139.346743.348252;ADKO01000087.185.1693;CP000139.4430477.4431986;AGXZ01000020.342567.344082;CP000139.2183533.2185042;AJ867050.1.1476;ASSN01000031.1609.3124;LG103726.1.1507;LG085034.1.1507;LF135380.1.1507;HZ485127.1.1507;CP000139.4743140.4744649;CS600343.12.1518;M58762.1.1533;AJ867042.1.1475;AJ867044.1.1475;AJ867043.1.1457;AB050111.1.1397;KP944149.1.1433;JQ607246.1.1418;JQ607451.1.1421;JQ607271.1.1416;JQ607149.1.1411;CP008741.391903.393445;JQ607257.1.1414;JQ606920.1.1421;JQ607305.1.1446;ABWZ01000093.3557.5076;JQ606944.1.1418;CP007619.4541152.4542694;CP007619.2713921.2715463;CP009057.2296841.2298384;CP008741.698758.700300;CP008741.4470567.4472116;CP007619.4881337.4882879;CP007619.3821131.3822673;CP008741.2205585.2207127;CP007619.4433201.4434743;CP007619.2423834.2425376;CP008741.2118731.2120273;CP007619.663681.665223;AB242142.1.1493;AB242143.1.1490;JQ607114.1.1418;JQ607625.1.1415;CP008741.2636685.2638227;JQ607294.1.1425;JQ607243.1.1431;JX006258.1.1422;JQ607429.1.1424;JX006390.1.1422;JX006397.1.1422;JX048110.1.1435;JX048138.1.1422;CP009057.4969468.4971009;JQ607431.1.1420;JX048287.1.1404	NA	NA	1297.7037361900293
OTU_97.10668	ACFX02000046.4117.5635;LG085292.8.1518;HZ485385.8.1518;LT799971.1.1494	NA	NA	2.9439031172287287
OTU_97.1067	LF651242.1.1505;HZ485353.1.1505;AJ305238.1.1505;CCFG01000002.384.1925	NA	NA	18.47892154717306
OTU_97.10684	AY804151.1.1496;FP929042.53.1573;FP929043.489815.491335;CYYW01000006.154776.156288;AJ270475.1.1506;CP001107.307101.308621;CP001107.2162771.2164291;BABD01000630.3115.4627;AY169428.1.1492;CP001107.1425077.1426597;CP001107.10914.12434;CP001107.763005.764525	NA	NA	77.78122747939778
OTU_97.10713	LT576387.1.1491;FJ269072.1.1480;AB910750.1.1485;JN713426.1.1485;AY949857.1.1510;ACXX02000011.96414.97923;JQ670700.1.1489;ATAY01000084.171.1631;FR733680.1.1512;JN713204.1.1516;KU950271.1.1446;AB627030.1.1484;X71852.1.1514;X71854.1.1511;X71856.1.1510;CP003259.4601376.4602779;CP003259.926330.927733	NA	NA	124.85748506805976
OTU_97.10714	BAAY01002722.335.1825;BABD01001073.183.1673;BAAV01000571.2640.4130;BAAX01000694.431.1921;BAAX01000205.681.2171;BAAU01000686.2038.3530;BABG01000051.2348.3838;BAAY01001463.1184.2674;CYGL01005916.57.1552;BAAX01000042.422.1912;X85022.1.1499;HQ457025.1.1483;BAAY01001326.446.1936;BABG01001611.30.1520;LQ500123.51.1533;AJ413954.1.1462;BABA01001765.248.1738;LQ500116.1.1474;BAAX01000131.813.2303;LQ500131.1.1474;LQ500117.1.1474;BABG01000480.1321.2811;BABA01001556.422.1912;BAAY01000303.996.2486;JN713314.1.1504;AY169430.1.1474;EU728786.1.1477	NA	NA	691.3082111764315
OTU_97.1072	DQ479412.1.1498;AB601095.1.1495;AB601097.1.1495;AB601066.1.1493;CP002109.18567.20085;CP002109.704325.705843;CP002109.397549.399067;CP002109.795041.796559;LT223653.1.1494;LT161895.1.1495;AB601065.1.1493;AB610549.1.1493;AB601068.1.1493;CP002109.196661.198179	NA	NA	9.678501834887356
OTU_97.10726	CELP01000805.3695.5201;CZAF01000001.556013.557519;CZAC01000044.999.2505;CZAO01000004.122192.123698;CYYO01000004.82756.84262;CYZB01000007.3612.5118;EU136680.1.2019;CZAD01000019.36461.37967;BAAU01000536.1575.3081;CYZF01000001.433278.434784;AB510711.1.1477;AB050110.1.1425;ASSO01000012.330141.331655;JN873344.1.1474;KP944146.1.1427;JX006272.1.1419;JQ607917.1.1422;JQ607438.1.1419;JQ606994.1.1421;JX048103.1.1420	NA	NA	329.21473104425604
OTU_97.1073	BBZR01000066.208.1712;LG085099.1.1493;HZ485192.1.1493;AB600998.1.1493;FNWC01000005.152430.153940;JMLZ01000002.2468958.2470468;JTGN01000001.4969.6479;LT631508.1.1496	NA	NA	2.0213011865735098
OTU_97.10731	LARI01000033.555.2050;LAQZ01000049.1994.3490;FXLN01000003.3572.5070;FXLN01000003.742202.743700;AY949858.1.1511;FJ805840.1.1445;KM454168.1.1525;MBSV01000087.92.1617;FJVJ01000015.3438.4940;JQ670725.1.1481;FNWG01000007.3380.4869;JMMA01000002.1983613.1985105;LT598578.1.1473;CP020705.2051671.2053189;CP020705.653886.655404;FNLI01000001.906.2398;JN713314.1.1504;CBXK010002535.1192.2697;KT935669.1.1461;BAAV01000064.898.2410;BABG01000480.1321.2811;AB491207.1.1467;AB622826.1.1517;BAAY01000303.996.2486;JW175724.1.1208;X81653.1.1489;ACEC01000059.3517.5032;LG085265.3.1510;HZ485358.3.1510;FIZH01000015.305.1824;CP015400.1820588.1822127;CP015400.1209305.1210844;BBEP01000044.3365.4849;FP929052.65921.67414;LG105072.1.1486;LF136726.1.1486;HZ486349.1.1486;AB910742.1.1467;JHXH01000008.774.2270;EU158190.1.1510;ABGD02000031.941.2453;ABGD02000021.1868.3380;ABGD02000032.3011.4523;BAAX01000042.422.1912;BABA01001556.422.1912;BABA01001765.248.1738;LQ500131.1.1474;AB910750.1.1485;LBCK01000001.461645.463135;LN866995.1.1482;DQ057482.1.1450;Y18181.1.1435;FMIZ01000005.450.1954;FMIZ01000006.769456.770960;FMIZ01000007.451.1955;FMIZ01000005.383348.384852;FMIZ01000004.105628.107132;AY949857.1.1510;LN881567.1.1520;AB622825.1.1524;AB622827.1.1519	NA	NA	616.0608804582062
OTU_97.10745	CZBZ01000002.727652.729157;AJ518872.1.1414;CCIZ01000013.190076.191585;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;LARG01000025.1.1402;LG084852.1.1439;AY974071.1.1440;KP297842.1.1452;AY643082.1.1451;AJWZ01008598.7.1523;EU728719.1.1444;CP003274.119147.120561;AY643083.1.1446;FP929032.881290.882801;HZ484947.1.1504;AB554233.1.1486;AB554230.1.1487;AY538696.1.1466;AY547271.1.1466;ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;CP003274.2181216.2182629;AY974072.1.1433;FCNT01000097.14.1527;L16497.1.1468;AY643084.1.1446;AJ518874.1.1465;CAHA01000059.20.1541;CAEG01000022.14.1521;FKYL01000005.1805440.1806947;LT223566.1.1491;CZBH01000001.999036.1000544;LARG01000024.765.2171;JRGF01000044.3.1537;FNWB01000008.1278584.1280092;LT598563.1.1492;ADLD01000012.328.1844;AB600999.1.1490;AJ518876.1.1339;AB490804.1.1482	NA	NA	950.6641534803184
OTU_97.10769	AB727348.1.1509;AF349724.1.1508;CP013476.1312130.1313651;CP013476.575138.576663;KR422351.1.1495;LK391553.1.1390;KP174492.1.1490;KP174567.1.1487;AFNU02000027.3828.5341;EF999972.1.1345;DQ448792.1.1517;L34683.1.1485;AP012027.78700.80240;AP012027.1126503.1128043;AP012027.1131935.1133475;AP012027.84132.85672;AP012027.446379.447919;AP012027.1137367.1138907;AP012027.1121071.1122611;ACLK02000003.365155.366681;ACLK02000002.1006.2532;ACLK02000002.739106.740632;ACLK02000003.3961.5487;AB055908.1.1479;AB055909.1.1475;AB055905.1.1479;AB034200.1.1497;BBDT01000057.3432.4945;CRRL01000064.5229.6766;M23728.1.1487;CP005079.626780.628324;AJ550617.1.1504;CAEN01000062.3382.4895;ABIK02000013.103269.104574;ABIK02000003.44069.45469;X73441.1.1519;AB030218.1.1486;HM771669.1.1545;KT441067.1.1545;AB540983.1.1500;AB055906.1.1479;AB540988.1.1486;AB540987.1.1486;CP013213.866020.867570;CP013213.2141313.2142863	NA	NA	255.5773870205577
OTU_97.10770	LT576387.1.1491;FJ269072.1.1480;JN713204.1.1516;HQ222286.1.1544;JN688032.1.1445;JN713190.1.1519;AB730671.1.1509;AY442821.1.1512	NA	NA	27.25971318046504
OTU_97.10813	ADKO01000087.185.1693;AGXZ01000020.342567.344082;AB510712.1.1489;EU136687.1.1985;CP000139.647842.649351;CP000139.2587720.2589229;CP000139.2095441.2096950;CP000139.346743.348252;CP000139.4430477.4431986;LG103726.1.1507;LG085034.1.1507;LF135380.1.1507;HZ485127.1.1507;ASSN01000031.1609.3124;CP000139.2183533.2185042;AJ867050.1.1476;AJ867044.1.1475;CP000139.4743140.4744649;CS600343.12.1518;M58762.1.1533;AJ867042.1.1475;AJ867043.1.1457;CP009057.4969468.4971009;AB050111.1.1397;KP944149.1.1433;JQ607246.1.1418;JQ607451.1.1421;JQ607271.1.1416;JQ607149.1.1411	NA	NA	586.7808284638086
OTU_97.10821	ASTC01000037.211.1727;AB702937.1.1496;HW313920.1.1483;HW798623.1.1493;LF623612.1.1491;LF623590.4.1475;HW798611.1.1495;HW798599.4.1475;HW313926.4.1475;HW313948.1.1491;FJ625862.7160.8682;BAGW01000037.287.1796;FJ625861.27324.28847;LF623579.1.1491;HW798619.1.1493;HW798588.1.1491;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518	NA	NA	418.0502578617579
OTU_97.10835	EU728757.1.1485;AJWZ01002193.94.1618;AB244773.1.1493;AB244771.1.1493;AB244770.1.1491;ACBX02000014.1230.2749;AB649279.1.1493;AB244772.1.1493;AB064923.1.1494;ACBX02000017.22857.24376;ACBX02000025.1.1217;EU728712.1.1486;CBXK010002068.363.1874;EU728740.1.1484;LT722678.1.1454;EU728752.1.1491;EU728732.1.1487	NA	NA	350.70033073279046
OTU_97.10838	BAAX01000042.422.1912;BABG01001611.30.1520;BAAX01000205.681.2171;BAAU01000686.2038.3530;BABA01001765.248.1738;BAAY01001326.446.1936;LQ500123.51.1533;LQ500117.1.1474;AJ413954.1.1462;BAAX01000131.813.2303;LQ500116.1.1474;X85022.1.1499;BABA01001556.422.1912;LQ500131.1.1474;HQ457025.1.1483;BABD01001073.183.1673;BAAY01002722.335.1825;BAAY01000303.996.2486;BAAX01000694.431.1921;BABG01000480.1321.2811;BABG01000051.2348.3838;CYGL01005916.57.1552;BAAV01000571.2640.4130;BAAY01001463.1184.2674;EU728783.1.1433;JN713314.1.1504;AY169430.1.1474;DQ057482.1.1450;EU728786.1.1477	NA	NA	658.0847152121341
